2019-08-01 13:54:54.438 febs [main] INFO  com.neefull.fsp.FlpApplication - Starting FlpApplication on pc-wangpei with PID 16136 (D:\workspace\workspace_open\FreelancePlatform\target\classes started by Thinkpad in D:\workspace\workspace_open\FreelancePlatform)
2019-08-01 14:10:59.726 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:10:59 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:10:59.732 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:10:59 | 耗时 2 ms | SQL 语句：
INSERT INTO t_login_log (USERNAME, LOGIN_TIME, LOCATION, IP, `SYSTEM`, BROWSER) VALUES ('wangpei', '2019-08-01T14:10:59.728+0800', '内网IP|0|0|内网IP|内网IP', '127.0.0.1', 'Windows 10', 'Chrome 75');
2019-08-01 14:10:59.744 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:10:59 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-01 14:10:59.746 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:10:59 | 耗时 0 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:10:59.750 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:10:59 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:10:59.994 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:10:59 | 耗时 1 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei') ORDER BY m.order_num;
2019-08-01 14:11:00.048 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:11:00 | 耗时 0 ms | SQL 语句：
UPDATE t_user SET LAST_LOGIN_TIME = '2019-08-01T14:11:00.045+0800' WHERE USERNAME = 'wangpei';
2019-08-01 14:11:00.052 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:11:00 | 耗时 0 ms | SQL 语句：
SELECT count(1) FROM t_login_log;
2019-08-01 14:11:00.054 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:11:00 | 耗时 0 ms | SQL 语句：
SELECT count(1) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:11:00.058 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:11:00 | 耗时 1 ms | SQL 语句：
SELECT count(DISTINCT (ip)) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:11:00.060 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:11:00 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 GROUP BY days;
2019-08-01 14:11:00.063 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:11:00 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 AND l.username = 'wangpei' GROUP BY days;
2019-08-01 14:11:05.246 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:11:05 | 耗时 1 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-01 14:11:05.251 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:11:05 | 耗时 3 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:11:05.295 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:11:05 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:11:05.296 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:11:05 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:11:05.297 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:11:05 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:11:09.405 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:11:09 | 耗时 0 ms | SQL 语句：
DELETE FROM t_user WHERE USER_ID IN ('1');
2019-08-01 14:11:09.408 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:11:09 | 耗时 0 ms | SQL 语句：
DELETE FROM t_user_role WHERE USER_ID IN ('1');
2019-08-01 14:11:09.414 febs [Febs-Async-Thread2] INFO  p6spy - 2019-08-01 14:11:09 | 耗时 1 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '删除用户', 8, 'com.neefull.fsp.system.controller.UserController.deleteUsers()', ' userIds: "1"', '127.0.0.1', '2019-08-01T14:11:09.411+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-01 14:11:09.428 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:11:09 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:11:09.430 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:11:09 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:11:12.134 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-01 14:11:12 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:11:12.188 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:11:12 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:11:12.208 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:11:12 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:11:30.647 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:11:30 | 耗时 2 ms | SQL 语句：
UPDATE t_user SET PASSWORD = '4f0dfdf7563f639c9bf13301294c1b6a', MODIFY_TIME = '2019-08-01T14:11:30.642+0800' WHERE USERNAME = 'wangpei';
2019-08-01 14:11:47.093 febs [http-nio-8080-exec-10] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 2 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:11:47.096 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:11:47.101 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 2 ms | SQL 语句：
INSERT INTO t_login_log (USERNAME, LOGIN_TIME, LOCATION, IP, `SYSTEM`, BROWSER) VALUES ('wangpei', '2019-08-01T14:11:47.097+0800', '内网IP|0|0|内网IP|内网IP', '127.0.0.1', 'Windows 10', 'Chrome 75');
2019-08-01 14:11:47.113 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-01 14:11:47.115 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:11:47.117 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:11:47.469 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 1 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei') ORDER BY m.order_num;
2019-08-01 14:11:47.514 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 1 ms | SQL 语句：
UPDATE t_user SET LAST_LOGIN_TIME = '2019-08-01T14:11:47.511+0800' WHERE USERNAME = 'wangpei';
2019-08-01 14:11:47.519 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 1 ms | SQL 语句：
SELECT count(1) FROM t_login_log;
2019-08-01 14:11:47.521 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT count(1) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:11:47.523 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT count(DISTINCT (ip)) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:11:47.524 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 GROUP BY days;
2019-08-01 14:11:47.527 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:11:47 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 AND l.username = 'wangpei' GROUP BY days;
2019-08-01 14:11:52.845 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:11:52 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-01 14:11:52.847 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:11:52 | 耗时 0 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:11:56.492 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:11:56 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM t_log;
2019-08-01 14:11:56.493 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:11:56 | 耗时 0 ms | SQL 语句：
SELECT ID, USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION FROM t_log ORDER BY create_time DESC LIMIT 0,10;
2019-08-01 14:12:02.655 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:12:02 | 耗时 0 ms | SQL 语句：
DELETE FROM t_log WHERE ID IN ('996', '995', '994', '993', '992', '991', '990', '989', '988', '987');
2019-08-01 14:12:02.678 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:12:02 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM t_log;
2019-08-01 14:12:02.680 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:12:02 | 耗时 0 ms | SQL 语句：
SELECT ID, USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION FROM t_log ORDER BY create_time DESC LIMIT 0,10;
2019-08-01 14:12:07.935 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:12:07 | 耗时 2 ms | SQL 语句：
DELETE FROM t_log WHERE ID IN ('986', '985', '984', '983', '982', '981', '980', '979', '978', '977');
2019-08-01 14:12:07.952 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:12:07 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM t_log;
2019-08-01 14:12:07.953 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:12:07 | 耗时 0 ms | SQL 语句：
SELECT ID, USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION FROM t_log ORDER BY create_time DESC LIMIT 0,10;
2019-08-01 14:12:14.480 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:12:14 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM t_log;
2019-08-01 14:12:14.481 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:12:14 | 耗时 0 ms | SQL 语句：
SELECT ID, USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION FROM t_log ORDER BY create_time DESC LIMIT 0,100;
2019-08-01 14:12:20.159 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:12:20 | 耗时 1 ms | SQL 语句：
DELETE FROM t_log WHERE ID IN ('976', '975', '974', '973', '972', '971', '970', '969', '968', '967', '966', '965', '964', '963', '962', '961', '960', '959', '958', '957', '956', '955', '954', '953', '952', '951', '950', '949', '948', '947', '946', '945', '944', '943', '942', '941', '940', '939', '938', '937', '936', '935', '934', '933', '932', '931', '930', '929', '928', '927', '926', '925', '924', '923', '922', '921', '920', '919', '918', '917', '916', '915', '914', '913', '912', '911', '910', '909', '908', '907', '906', '905', '904', '903', '902', '901', '900', '899', '898', '897', '896', '895', '894', '893', '892', '891', '890');
2019-08-01 14:12:20.188 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:12:20 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM t_log;
2019-08-01 14:12:21.990 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:12:21 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM t_login_log;
2019-08-01 14:12:21.991 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:12:21 | 耗时 0 ms | SQL 语句：
SELECT ID, USERNAME, LOGIN_TIME, LOCATION, IP, `SYSTEM`, BROWSER FROM t_login_log ORDER BY login_time DESC LIMIT 0,10;
2019-08-01 14:13:21.494 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:13:21 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM t_login_log;
2019-08-01 14:13:21.495 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:13:21 | 耗时 0 ms | SQL 语句：
SELECT ID, USERNAME, LOGIN_TIME, LOCATION, IP, `SYSTEM`, BROWSER FROM t_login_log ORDER BY login_time DESC LIMIT 0,100;
2019-08-01 14:13:28.016 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:13:28 | 耗时 1 ms | SQL 语句：
DELETE FROM t_login_log WHERE ID IN ('67', '66', '65', '64', '63', '62', '61', '60', '59', '58', '57', '56', '55', '54', '53', '52', '51', '50', '49', '48', '47', '46', '45', '44', '43', '42', '41', '40', '39', '38', '37', '36', '35', '34', '33', '32', '31', '30', '29', '28', '27', '26', '25', '24', '23', '22', '21', '20', '19', '18', '17', '16', '15', '14', '13', '12', '11', '10', '9', '8', '7', '6', '5', '4', '3');
2019-08-01 14:13:28.045 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:13:28 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM t_login_log;
2019-08-01 14:13:30.349 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:13:30 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:13:30.351 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:13:30 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:13:30.351 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:13:30 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:13:54.150 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:13:54 | 耗时 0 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-01 15:16:34.905 febs [SessionValidationThread-1] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Validating all active sessions...
2019-08-01 15:16:34.906 febs [SessionValidationThread-1] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
